date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2026-01-30,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.069,Outside hurricane season; low tropical cyclone risk.
2026-01-29,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.025,Outside hurricane season; low tropical cyclone risk.
2026-01-28,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.029,Outside hurricane season; low tropical cyclone risk.
2026-01-27,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.048,Outside hurricane season; low tropical cyclone risk.
2026-01-26,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.02,Outside hurricane season; low tropical cyclone risk.
2026-01-25,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.063,Outside hurricane season; low tropical cyclone risk.
2026-01-24,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.058,Outside hurricane season; low tropical cyclone risk.
2026-01-23,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.054,Outside hurricane season; low tropical cyclone risk.
2026-01-22,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.033,Outside hurricane season; low tropical cyclone risk.
2026-01-21,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.069,Outside hurricane season; low tropical cyclone risk.
2026-01-20,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.071,Outside hurricane season; low tropical cyclone risk.
2026-01-19,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.022,Outside hurricane season; low tropical cyclone risk.
2026-01-18,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.043,Outside hurricane season; low tropical cyclone risk.
2026-01-17,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.063,Outside hurricane season; low tropical cyclone risk.
2026-01-16,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.046,Outside hurricane season; low tropical cyclone risk.
2026-01-15,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.064,Outside hurricane season; low tropical cyclone risk.
2026-01-14,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.044,Outside hurricane season; low tropical cyclone risk.
2026-01-13,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.057,Outside hurricane season; low tropical cyclone risk.
2026-01-12,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.043,Outside hurricane season; low tropical cyclone risk.
2026-01-11,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.052,Outside hurricane season; low tropical cyclone risk.
2026-01-10,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.029,Outside hurricane season; low tropical cyclone risk.
2026-01-09,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.031,Outside hurricane season; low tropical cyclone risk.
2026-01-08,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.036,Outside hurricane season; low tropical cyclone risk.
2026-01-07,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.033,Outside hurricane season; low tropical cyclone risk.
2026-01-06,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.051,Outside hurricane season; low tropical cyclone risk.
2026-01-05,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.041,Outside hurricane season; low tropical cyclone risk.
2026-01-04,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.069,Outside hurricane season; low tropical cyclone risk.
2026-01-03,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.059,Outside hurricane season; low tropical cyclone risk.
2026-01-02,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.067,Outside hurricane season; low tropical cyclone risk.
2026-01-01,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.061,Outside hurricane season; low tropical cyclone risk.
2025-12-31,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.036,Outside hurricane season; low tropical cyclone risk.
2025-12-30,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.024,Outside hurricane season; low tropical cyclone risk.
2025-12-29,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.061,Outside hurricane season; low tropical cyclone risk.
2025-12-28,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.064,Outside hurricane season; low tropical cyclone risk.
2025-12-27,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.031,Outside hurricane season; low tropical cyclone risk.
2025-12-26,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.071,Outside hurricane season; low tropical cyclone risk.
2025-12-25,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.056,Outside hurricane season; low tropical cyclone risk.
2025-12-24,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.042,Outside hurricane season; low tropical cyclone risk.
2025-12-23,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.071,Outside hurricane season; low tropical cyclone risk.
2025-12-22,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.048,Outside hurricane season; low tropical cyclone risk.
2025-12-21,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.076,Outside hurricane season; low tropical cyclone risk.
2025-12-20,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.059,Outside hurricane season; low tropical cyclone risk.
2025-12-19,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.073,Outside hurricane season; low tropical cyclone risk.
2025-12-18,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.048,Outside hurricane season; low tropical cyclone risk.
2025-12-17,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.029,Outside hurricane season; low tropical cyclone risk.
2025-12-16,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.032,Outside hurricane season; low tropical cyclone risk.
2025-12-15,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.04,Outside hurricane season; low tropical cyclone risk.
2025-12-14,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.047,Outside hurricane season; low tropical cyclone risk.
2025-12-13,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.063,Outside hurricane season; low tropical cyclone risk.
2025-12-12,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.064,Outside hurricane season; low tropical cyclone risk.
2025-12-11,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.052,Outside hurricane season; low tropical cyclone risk.
2025-12-10,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.024,Outside hurricane season; low tropical cyclone risk.
2025-12-09,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.06,Outside hurricane season; low tropical cyclone risk.
2025-12-08,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.077,Outside hurricane season; low tropical cyclone risk.
2025-12-07,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.063,Outside hurricane season; low tropical cyclone risk.
2025-12-06,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.058,Outside hurricane season; low tropical cyclone risk.
2025-12-05,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.047,Outside hurricane season; low tropical cyclone risk.
2025-12-04,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.046,Outside hurricane season; low tropical cyclone risk.
2025-12-03,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.05,Outside hurricane season; low tropical cyclone risk.
2025-12-02,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.025,Outside hurricane season; low tropical cyclone risk.
2025-12-01,Baltimore / Norfolk,USA,USA East Coast,Low,Low,0.064,Outside hurricane season; low tropical cyclone risk.
2025-11-30,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.088,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-29,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.106,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-28,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.105,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-27,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.149,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-26,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.153,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-25,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.123,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-24,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.194,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-23,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.106,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-22,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.117,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-21,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.195,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-20,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.15,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-19,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.1,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-18,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.144,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-17,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.184,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-16,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.155,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-15,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.161,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-14,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.144,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-13,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.122,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-12,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.17,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-11,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.147,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-10,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.167,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-09,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.11,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-08,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.184,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-07,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.178,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-06,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.081,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-05,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.115,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-04,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.131,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-03,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.15,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-02,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.196,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-11-01,Baltimore / Norfolk,USA,USA East Coast,Low,Medium,0.135,Atlantic hurricane season (Jun–Nov); moderate risk.
2025-10-31,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.169,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-30,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.23,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-29,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.205,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-28,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.343,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-27,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.217,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-26,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.231,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-25,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.308,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-24,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.207,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-23,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.226,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-22,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.26,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-21,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.347,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-20,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.307,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-19,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.217,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-18,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.33,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-17,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.152,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-16,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.325,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-15,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.222,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-14,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.298,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-13,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.282,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-12,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.263,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-11,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.289,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-10,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.284,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-09,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.197,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-08,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.174,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-07,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.304,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.164,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-05,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.297,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-04,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.173,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-03,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.21,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-02,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.193,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-10-01,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.217,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-30,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.171,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-29,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.164,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-28,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.293,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-27,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.155,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-26,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.294,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-25,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.342,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-24,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.153,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-23,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.255,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-22,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.269,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-21,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.22,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-20,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.228,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-19,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.255,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-18,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.251,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-17,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.163,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-16,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.192,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-15,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.312,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-14,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.267,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-13,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.292,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-12,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.327,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-11,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.164,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-10,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.339,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-09,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.168,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-08,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.319,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-07,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.322,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.21,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-05,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.207,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-04,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.254,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-03,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.257,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-02,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.261,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-01,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.193,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-08-31,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.329,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-08-30,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.252,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-08-29,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.152,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-08-28,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.185,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
